transaction_id,source,campaign,influencer_id,user_id,product,date,orders,revenue
HKT-13526,organic_search,Q4-2023-All-Brands,,HKU-38902,Skin Radiance Collagen,2025-05-25,1,1493.06
HKT-13527,organic_search,Q4-2023-All-Brands,,HKU-20376,Active Teen Whey,2025-06-09,1,1419.79
HKT-13528,organic_search,Q4-2023-All-Brands,,HKU-30111,Biozyme Whey,2025-06-23,1,1560.88
HKT-13529,organic_search,Q4-2023-All-Brands,,HKU-45435,BCAA Pro,2025-05-18,1,3731.1
HKT-13530,organic_search,Q4-2023-All-Brands,,HKU-19150,Active Teen Whey,2025-07-18,1,1744.31
HKT-13531,influencer_campaign,Q4-2023-All-Brands,HKI-1023,HKU-23365,Fish Oil,2025-06-29,1,1771.02
HKT-13532,organic_search,Q4-2023-All-Brands,,HKU-10073,Active Teen Whey,2025-06-03,1,1799.77
HKT-13533,influencer_campaign,Q4-2023-All-Brands,HKI-1016,HKU-34537,Biozyme Whey,2025-07-14,1,600.19
HKT-13534,organic_search,Q4-2023-All-Brands,,HKU-31681,Biozyme Whey,2025-05-11,1,3239.36
HKT-13535,organic_search,Q4-2023-All-Brands,,HKU-37829,Skin Radiance Collagen,2025-07-14,1,720.09
HKT-13536,influencer_campaign,Q4-2023-All-Brands,HKI-1001,HKU-23536,SuperMilk for Kids,2025-06-02,1,3936.25
HKT-13537,influencer_campaign,Q4-2023-All-Brands,HKI-1020,HKU-43855,Multivitamin,2025-06-08,1,1753.53
HKT-13538,influencer_campaign,Q4-2023-All-Brands,HKI-1025,HKU-47717,SuperMilk for Kids,2025-05-25,1,1065.43
HKT-13539,organic_search,Q4-2023-All-Brands,,HKU-13239,Fish Oil,2025-06-16,1,2301.61
HKT-13540,organic_search,Q4-2023-All-Brands,,HKU-47575,Biozyme Whey,2025-06-28,1,886.59
HKT-13541,organic_search,Q4-2023-All-Brands,,HKU-47705,Fish Oil,2025-04-28,1,2594.73
HKT-13542,direct,Q4-2023-All-Brands,,HKU-48523,Fish Oil,2025-06-17,1,1323.48
HKT-13543,influencer_campaign,Q4-2023-All-Brands,HKI-1047,HKU-36284,SuperMilk for Kids,2025-06-21,1,2489.74
HKT-13544,influencer_campaign,Q4-2023-All-Brands,HKI-1028,HKU-21305,Multivitamin,2025-06-04,1,916.94
HKT-13545,influencer_campaign,Q4-2023-All-Brands,HKI-1048,HKU-24338,Fish Oil,2025-07-03,1,1880.16
HKT-13546,organic_search,Q4-2023-All-Brands,,HKU-30478,Active Teen Whey,2025-04-28,1,1003.93
HKT-13547,influencer_campaign,Q4-2023-All-Brands,HKI-1024,HKU-49597,Fish Oil,2025-06-28,1,1399.18
HKT-13548,organic_search,Q4-2023-All-Brands,,HKU-47591,Multivitamin,2025-05-11,1,1162.47
HKT-13549,influencer_campaign,Q4-2023-All-Brands,HKI-1026,HKU-19284,Creatine Monohydrate,2025-07-02,1,3765.75
HKT-13550,organic_search,Q4-2023-All-Brands,,HKU-26990,Fish Oil,2025-05-30,1,977.91
HKT-13551,organic_search,Q4-2023-All-Brands,,HKU-36583,Creatine Monohydrate,2025-06-19,1,2973.23
HKT-13552,organic_search,Q4-2023-All-Brands,,HKU-12399,SuperMilk for Kids,2025-06-10,1,2350.15
HKT-13553,organic_search,Q4-2023-All-Brands,,HKU-49905,SuperMilk for Kids,2025-05-15,1,2221.04
HKT-13554,influencer_campaign,Q4-2023-All-Brands,HKI-1030,HKU-46766,BCAA Pro,2025-05-17,1,1570.24
HKT-13555,organic_search,Q4-2023-All-Brands,,HKU-27946,Fish Oil,2025-07-10,1,2038.52
HKT-13556,organic_search,Q4-2023-All-Brands,,HKU-11532,Creatine Monohydrate,2025-05-26,1,2379.95
HKT-13557,influencer_campaign,Q4-2023-All-Brands,HKI-1027,HKU-22831,Biozyme Whey,2025-05-12,1,1138.52
HKT-13558,organic_search,Q4-2023-All-Brands,,HKU-45500,Active Teen Whey,2025-06-22,1,1624.18
HKT-13559,organic_search,Q4-2023-All-Brands,,HKU-10546,Skin Radiance Collagen,2025-07-01,1,1205.12
HKT-13560,influencer_campaign,Q4-2023-All-Brands,HKI-1013,HKU-12657,Multivitamin,2025-07-15,1,3964.48
HKT-13561,influencer_campaign,Q4-2023-All-Brands,HKI-1028,HKU-33366,Creatine Monohydrate,2025-05-09,1,2253.32
HKT-13562,organic_search,Q4-2023-All-Brands,,HKU-26063,BCAA Pro,2025-04-29,1,3003.52
HKT-13563,organic_search,Q4-2023-All-Brands,,HKU-25336,Active Teen Whey,2025-04-24,1,3259.08
HKT-13564,organic_search,Q4-2023-All-Brands,,HKU-21291,BCAA Pro,2025-07-02,1,2440.43
HKT-13565,organic_search,Q4-2023-All-Brands,,HKU-44497,Skin Radiance Collagen,2025-05-23,1,3380.07
HKT-13566,organic_search,Q4-2023-All-Brands,,HKU-11022,Active Teen Whey,2025-06-29,1,1061.39
HKT-13567,influencer_campaign,Q4-2023-All-Brands,HKI-1045,HKU-23015,Skin Radiance Collagen,2025-05-10,1,3611.63
HKT-13568,direct,Q4-2023-All-Brands,,HKU-11847,Active Teen Whey,2025-06-28,1,3365.71
HKT-13569,influencer_campaign,Q4-2023-All-Brands,HKI-1003,HKU-46671,Skin Radiance Collagen,2025-04-24,1,1910.99
HKT-13570,organic_search,Q4-2023-All-Brands,,HKU-46463,Biozyme Whey,2025-07-07,1,3797.68
HKT-13571,influencer_campaign,Q4-2023-All-Brands,HKI-1014,HKU-20339,Skin Radiance Collagen,2025-05-22,1,3156.79
HKT-13572,organic_search,Q4-2023-All-Brands,,HKU-35938,Skin Radiance Collagen,2025-06-26,1,3849.02
HKT-13573,organic_search,Q4-2023-All-Brands,,HKU-13669,Fish Oil,2025-05-03,1,3404.65
HKT-13574,influencer_campaign,Q4-2023-All-Brands,HKI-1048,HKU-29542,BCAA Pro,2025-06-01,1,629.53
HKT-13575,influencer_campaign,Q4-2023-All-Brands,HKI-1023,HKU-29840,Biozyme Whey,2025-05-18,1,2188.3
HKT-13576,direct,Q4-2023-All-Brands,,HKU-15108,Fish Oil,2025-05-07,1,1958.6
HKT-13577,organic_search,Q4-2023-All-Brands,,HKU-29651,Multivitamin,2025-05-17,1,1961.9
HKT-13578,influencer_campaign,Q4-2023-All-Brands,HKI-1004,HKU-30617,Multivitamin,2025-06-27,1,3061.04
HKT-13579,influencer_campaign,Q4-2023-All-Brands,HKI-1035,HKU-36666,Multivitamin,2025-07-08,1,625.47
HKT-13580,organic_search,Q4-2023-All-Brands,,HKU-11884,Fish Oil,2025-07-04,1,3058.45
HKT-13581,organic_search,Q4-2023-All-Brands,,HKU-24507,Fish Oil,2025-05-26,1,2106.12
HKT-13582,direct,Q4-2023-All-Brands,,HKU-46366,Creatine Monohydrate,2025-06-22,1,1243.93
HKT-13583,influencer_campaign,Q4-2023-All-Brands,HKI-1030,HKU-11232,Skin Radiance Collagen,2025-07-10,1,3494.36
HKT-13584,organic_search,Q4-2023-All-Brands,,HKU-28711,Creatine Monohydrate,2025-06-02,1,1550.12
HKT-13585,direct,Q4-2023-All-Brands,,HKU-34137,Active Teen Whey,2025-05-03,1,3963.41
HKT-13586,influencer_campaign,Q4-2023-All-Brands,HKI-1045,HKU-21428,SuperMilk for Kids,2025-04-27,1,743.01
HKT-13587,influencer_campaign,Q4-2023-All-Brands,HKI-1039,HKU-36130,Multivitamin,2025-07-05,1,1821.8
HKT-13588,direct,Q4-2023-All-Brands,,HKU-35480,Biozyme Whey,2025-06-18,1,3014.84
HKT-13589,organic_search,Q4-2023-All-Brands,,HKU-37566,Skin Radiance Collagen,2025-06-08,1,1940.75
HKT-13590,organic_search,Q4-2023-All-Brands,,HKU-43251,Creatine Monohydrate,2025-07-19,1,1494.76
HKT-13591,organic_search,Q4-2023-All-Brands,,HKU-33185,BCAA Pro,2025-04-30,1,2994.92
HKT-13592,direct,Q4-2023-All-Brands,,HKU-24665,Active Teen Whey,2025-07-20,1,2709.19
HKT-13593,organic_search,Q4-2023-All-Brands,,HKU-25786,Creatine Monohydrate,2025-07-19,1,729.23
HKT-13594,influencer_campaign,Q4-2023-All-Brands,HKI-1009,HKU-48294,Biozyme Whey,2025-06-19,1,1384.56
HKT-13595,influencer_campaign,Q4-2023-All-Brands,HKI-1033,HKU-11740,Active Teen Whey,2025-06-19,1,2725.72
HKT-13596,direct,Q4-2023-All-Brands,,HKU-46827,Active Teen Whey,2025-06-29,1,3708.19
HKT-13597,influencer_campaign,Q4-2023-All-Brands,HKI-1038,HKU-45194,Biozyme Whey,2025-05-19,1,3872.46
HKT-13598,organic_search,Q4-2023-All-Brands,,HKU-30657,Active Teen Whey,2025-07-01,1,532.92
HKT-13599,organic_search,Q4-2023-All-Brands,,HKU-37556,SuperMilk for Kids,2025-07-20,1,927.26
HKT-13600,organic_search,Q4-2023-All-Brands,,HKU-32327,Skin Radiance Collagen,2025-06-25,1,3199.27
HKT-13601,organic_search,Q4-2023-All-Brands,,HKU-39076,Active Teen Whey,2025-07-05,1,512.25
HKT-13602,influencer_campaign,Q4-2023-All-Brands,HKI-1040,HKU-18667,BCAA Pro,2025-04-28,1,3989.43
HKT-13603,organic_search,Q4-2023-All-Brands,,HKU-13548,Creatine Monohydrate,2025-04-30,1,1380.5
HKT-13604,organic_search,Q4-2023-All-Brands,,HKU-40898,Skin Radiance Collagen,2025-05-01,1,2318.28
HKT-13605,organic_search,Q4-2023-All-Brands,,HKU-17206,Creatine Monohydrate,2025-06-28,1,1459.78
HKT-13606,direct,Q4-2023-All-Brands,,HKU-27479,SuperMilk for Kids,2025-06-05,1,1404.19
HKT-13607,influencer_campaign,Q4-2023-All-Brands,HKI-1041,HKU-44952,Creatine Monohydrate,2025-07-19,1,2574.72
HKT-13608,organic_search,Q4-2023-All-Brands,,HKU-35750,BCAA Pro,2025-07-20,1,1219.19
HKT-13609,organic_search,Q4-2023-All-Brands,,HKU-28010,Biozyme Whey,2025-06-24,1,3205.81
HKT-13610,influencer_campaign,Q4-2023-All-Brands,HKI-1027,HKU-32152,Multivitamin,2025-06-19,1,947.8
HKT-13611,organic_search,Q4-2023-All-Brands,,HKU-42396,Active Teen Whey,2025-07-17,1,2193.95
HKT-13612,organic_search,Q4-2023-All-Brands,,HKU-34383,Skin Radiance Collagen,2025-06-01,1,2451.18
HKT-13613,organic_search,Q4-2023-All-Brands,,HKU-46366,Biozyme Whey,2025-07-03,1,2347.06
HKT-13614,influencer_campaign,Q4-2023-All-Brands,HKI-1014,HKU-49965,Multivitamin,2025-06-07,1,1228.31
HKT-13615,influencer_campaign,Q4-2023-All-Brands,HKI-1010,HKU-13924,Fish Oil,2025-07-08,1,2602.59
HKT-13616,organic_search,Q4-2023-All-Brands,,HKU-33641,Skin Radiance Collagen,2025-06-06,1,3639.66
HKT-13617,influencer_campaign,Q4-2023-All-Brands,HKI-1048,HKU-38876,Active Teen Whey,2025-05-12,1,2724.18
HKT-13618,influencer_campaign,Q4-2023-All-Brands,HKI-1016,HKU-46973,Multivitamin,2025-04-26,1,1246.71
HKT-13619,influencer_campaign,Q4-2023-All-Brands,HKI-1040,HKU-20296,Skin Radiance Collagen,2025-06-12,1,2098.09
HKT-13620,organic_search,Q4-2023-All-Brands,,HKU-35834,SuperMilk for Kids,2025-05-30,1,3818.07
HKT-13621,organic_search,Q4-2023-All-Brands,,HKU-36697,Creatine Monohydrate,2025-05-07,1,917.9
HKT-13622,organic_search,Q4-2023-All-Brands,,HKU-33334,SuperMilk for Kids,2025-04-25,1,1376.93
HKT-13623,organic_search,Q4-2023-All-Brands,,HKU-31290,Creatine Monohydrate,2025-07-10,1,1424.36
HKT-13624,direct,Q4-2023-All-Brands,,HKU-16385,Active Teen Whey,2025-05-05,1,1592.34
HKT-13625,organic_search,Q4-2023-All-Brands,,HKU-48327,Creatine Monohydrate,2025-05-13,1,1780.28
HKT-13626,organic_search,Q4-2023-All-Brands,,HKU-13179,BCAA Pro,2025-07-07,1,1392.36
HKT-13627,organic_search,Q4-2023-All-Brands,,HKU-21648,Fish Oil,2025-06-13,1,2793.69
HKT-13628,influencer_campaign,Q4-2023-All-Brands,HKI-1028,HKU-22817,Fish Oil,2025-05-30,1,3895.43
HKT-13629,organic_search,Q4-2023-All-Brands,,HKU-43391,BCAA Pro,2025-06-18,1,1383.27
HKT-13630,organic_search,Q4-2023-All-Brands,,HKU-31292,Active Teen Whey,2025-06-29,1,1461.99
HKT-13631,organic_search,Q4-2023-All-Brands,,HKU-17492,Multivitamin,2025-07-11,1,1724.44
HKT-13632,direct,Q4-2023-All-Brands,,HKU-23032,Active Teen Whey,2025-06-07,1,1993.89
HKT-13633,organic_search,Q4-2023-All-Brands,,HKU-31914,Skin Radiance Collagen,2025-04-26,1,1196.4
HKT-13634,organic_search,Q4-2023-All-Brands,,HKU-14125,BCAA Pro,2025-06-13,1,1811.96
HKT-13635,organic_search,Q4-2023-All-Brands,,HKU-11256,Creatine Monohydrate,2025-06-13,1,833.53
HKT-13636,organic_search,Q4-2023-All-Brands,,HKU-38339,Creatine Monohydrate,2025-06-10,1,3525.57
HKT-13637,organic_search,Q4-2023-All-Brands,,HKU-42320,BCAA Pro,2025-07-02,1,2676.41
HKT-13638,organic_search,Q4-2023-All-Brands,,HKU-29934,SuperMilk for Kids,2025-06-13,1,2275.81
HKT-13639,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-35204,SuperMilk for Kids,2025-05-03,1,634.97
HKT-13640,organic_search,Q4-2023-All-Brands,,HKU-45986,Active Teen Whey,2025-05-22,1,1941.56
HKT-13641,influencer_campaign,Q4-2023-All-Brands,HKI-1033,HKU-19846,Fish Oil,2025-04-22,1,700.65
HKT-13642,organic_search,Q4-2023-All-Brands,,HKU-15194,Multivitamin,2025-06-26,1,865.64
HKT-13643,organic_search,Q4-2023-All-Brands,,HKU-25677,Multivitamin,2025-05-23,1,3380.78
HKT-13644,organic_search,Q4-2023-All-Brands,,HKU-45509,SuperMilk for Kids,2025-05-17,1,3369.81
HKT-13645,organic_search,Q4-2023-All-Brands,,HKU-15949,Creatine Monohydrate,2025-07-09,1,3309.28
HKT-13646,organic_search,Q4-2023-All-Brands,,HKU-32864,Creatine Monohydrate,2025-06-27,1,782.36
HKT-13647,organic_search,Q4-2023-All-Brands,,HKU-25492,BCAA Pro,2025-07-03,1,3529.09
HKT-13648,organic_search,Q4-2023-All-Brands,,HKU-46234,Fish Oil,2025-06-18,1,3190.9
HKT-13649,organic_search,Q4-2023-All-Brands,,HKU-43939,Skin Radiance Collagen,2025-04-22,1,2193.34
HKT-13650,influencer_campaign,Q4-2023-All-Brands,HKI-1033,HKU-35361,Multivitamin,2025-07-16,1,2683.11
HKT-13651,organic_search,Q4-2023-All-Brands,,HKU-27573,Skin Radiance Collagen,2025-06-22,1,3100.62
HKT-13652,organic_search,Q4-2023-All-Brands,,HKU-22326,Multivitamin,2025-05-28,1,526.92
HKT-13653,direct,Q4-2023-All-Brands,,HKU-47284,Skin Radiance Collagen,2025-05-25,1,2504.06
HKT-13654,organic_search,Q4-2023-All-Brands,,HKU-37866,BCAA Pro,2025-06-24,1,1190.82
HKT-13655,organic_search,Q4-2023-All-Brands,,HKU-35985,Skin Radiance Collagen,2025-06-07,1,2273.75
HKT-13656,influencer_campaign,Q4-2023-All-Brands,HKI-1045,HKU-44306,Active Teen Whey,2025-05-17,1,983.89
HKT-13657,organic_search,Q4-2023-All-Brands,,HKU-19075,BCAA Pro,2025-06-28,1,2313.5
HKT-13658,direct,Q4-2023-All-Brands,,HKU-12957,Biozyme Whey,2025-06-02,1,2895.2
HKT-13659,organic_search,Q4-2023-All-Brands,,HKU-35614,SuperMilk for Kids,2025-05-31,1,3262.36
HKT-13660,organic_search,Q4-2023-All-Brands,,HKU-49884,Biozyme Whey,2025-05-25,1,3865.76
HKT-13661,organic_search,Q4-2023-All-Brands,,HKU-27614,Multivitamin,2025-06-18,1,2980.83
HKT-13662,influencer_campaign,Q4-2023-All-Brands,HKI-1038,HKU-33231,Creatine Monohydrate,2025-06-07,1,636.93
HKT-13663,organic_search,Q4-2023-All-Brands,,HKU-48220,Biozyme Whey,2025-05-16,1,1094.3
HKT-13664,organic_search,Q4-2023-All-Brands,,HKU-49073,Skin Radiance Collagen,2025-05-06,1,1684.38
HKT-13665,organic_search,Q4-2023-All-Brands,,HKU-41433,Creatine Monohydrate,2025-07-07,1,3402.89
HKT-13666,influencer_campaign,Q4-2023-All-Brands,HKI-1003,HKU-15849,Active Teen Whey,2025-07-13,1,1640.28
HKT-13667,organic_search,Q4-2023-All-Brands,,HKU-44170,Skin Radiance Collagen,2025-05-21,1,3915.3
HKT-13668,organic_search,Q4-2023-All-Brands,,HKU-37777,Multivitamin,2025-07-03,1,2758.58
HKT-13669,influencer_campaign,Q4-2023-All-Brands,HKI-1031,HKU-33798,SuperMilk for Kids,2025-07-03,1,811.74
HKT-13670,organic_search,Q4-2023-All-Brands,,HKU-46763,Creatine Monohydrate,2025-05-12,1,1519.57
HKT-13671,influencer_campaign,Q4-2023-All-Brands,HKI-1016,HKU-41715,Creatine Monohydrate,2025-07-06,1,3487.64
HKT-13672,direct,Q4-2023-All-Brands,,HKU-18842,Skin Radiance Collagen,2025-06-28,1,1175.17
HKT-13673,organic_search,Q4-2023-All-Brands,,HKU-19155,Multivitamin,2025-05-05,1,934.78
HKT-13674,organic_search,Q4-2023-All-Brands,,HKU-39342,Fish Oil,2025-05-02,1,1176.14
HKT-13675,organic_search,Q4-2023-All-Brands,,HKU-42954,Multivitamin,2025-05-10,1,3994.56
HKT-13676,influencer_campaign,Q4-2023-All-Brands,HKI-1043,HKU-49802,SuperMilk for Kids,2025-06-29,1,3143.88
HKT-13677,organic_search,Q4-2023-All-Brands,,HKU-34645,Fish Oil,2025-06-29,1,921.91
HKT-13678,influencer_campaign,Q4-2023-All-Brands,HKI-1021,HKU-20375,Active Teen Whey,2025-06-04,1,1726.84
HKT-13679,organic_search,Q4-2023-All-Brands,,HKU-45528,Fish Oil,2025-07-13,1,2054.25
HKT-13680,influencer_campaign,Q4-2023-All-Brands,HKI-1039,HKU-21035,Creatine Monohydrate,2025-07-19,1,774.53
HKT-13681,organic_search,Q4-2023-All-Brands,,HKU-31340,Fish Oil,2025-06-19,1,2418.4
HKT-13682,direct,Q4-2023-All-Brands,,HKU-32561,Active Teen Whey,2025-06-09,1,650.85
HKT-13683,influencer_campaign,Q4-2023-All-Brands,HKI-1021,HKU-35870,Fish Oil,2025-07-20,1,919.08
HKT-13684,influencer_campaign,Q4-2023-All-Brands,HKI-1050,HKU-20176,Biozyme Whey,2025-06-12,1,3520.0
HKT-13685,direct,Q4-2023-All-Brands,,HKU-26833,Multivitamin,2025-05-25,1,2515.24
HKT-13686,influencer_campaign,Q4-2023-All-Brands,HKI-1035,HKU-39234,Fish Oil,2025-07-19,1,3755.7
HKT-13687,organic_search,Q4-2023-All-Brands,,HKU-23940,Multivitamin,2025-07-18,1,1422.75
HKT-13688,organic_search,Q4-2023-All-Brands,,HKU-35180,Active Teen Whey,2025-06-23,1,1119.44
HKT-13689,organic_search,Q4-2023-All-Brands,,HKU-29689,Active Teen Whey,2025-07-12,1,2891.52
HKT-13690,organic_search,Q4-2023-All-Brands,,HKU-33897,Creatine Monohydrate,2025-07-07,1,2790.95
HKT-13691,organic_search,Q4-2023-All-Brands,,HKU-18342,Active Teen Whey,2025-07-05,1,2467.01
HKT-13692,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-20697,Skin Radiance Collagen,2025-06-23,1,1565.81
HKT-13693,organic_search,Q4-2023-All-Brands,,HKU-30981,Active Teen Whey,2025-06-11,1,3416.73
HKT-13694,organic_search,Q4-2023-All-Brands,,HKU-10513,BCAA Pro,2025-06-11,1,719.51
HKT-13695,organic_search,Q4-2023-All-Brands,,HKU-21907,Skin Radiance Collagen,2025-04-30,1,959.72
HKT-13696,organic_search,Q4-2023-All-Brands,,HKU-17269,Creatine Monohydrate,2025-06-15,1,920.29
HKT-13697,influencer_campaign,Q4-2023-All-Brands,HKI-1002,HKU-23224,Fish Oil,2025-07-01,1,1946.96
HKT-13698,influencer_campaign,Q4-2023-All-Brands,HKI-1009,HKU-28026,SuperMilk for Kids,2025-06-13,1,3379.77
HKT-13699,organic_search,Q4-2023-All-Brands,,HKU-25741,Skin Radiance Collagen,2025-05-17,1,658.33
HKT-13700,organic_search,Q4-2023-All-Brands,,HKU-42497,Biozyme Whey,2025-05-14,1,2203.43
HKT-13701,organic_search,Q4-2023-All-Brands,,HKU-24517,Active Teen Whey,2025-05-24,1,861.36
HKT-13702,organic_search,Q4-2023-All-Brands,,HKU-34572,Skin Radiance Collagen,2025-07-08,1,2523.11
HKT-13703,direct,Q4-2023-All-Brands,,HKU-21844,Fish Oil,2025-06-29,1,2048.08
HKT-13704,organic_search,Q4-2023-All-Brands,,HKU-21082,Skin Radiance Collagen,2025-07-01,1,2536.72
HKT-13705,organic_search,Q4-2023-All-Brands,,HKU-12939,BCAA Pro,2025-05-25,1,2039.23
HKT-13706,influencer_campaign,Q4-2023-All-Brands,HKI-1001,HKU-32220,Skin Radiance Collagen,2025-07-18,1,758.08
HKT-13707,influencer_campaign,Q4-2023-All-Brands,HKI-1012,HKU-38439,Biozyme Whey,2025-06-25,1,1846.28
HKT-13708,influencer_campaign,Q4-2023-All-Brands,HKI-1049,HKU-29310,Skin Radiance Collagen,2025-05-22,1,3283.27
HKT-13709,influencer_campaign,Q4-2023-All-Brands,HKI-1004,HKU-18926,BCAA Pro,2025-05-02,1,1463.47
HKT-13710,organic_search,Q4-2023-All-Brands,,HKU-12549,Fish Oil,2025-06-21,1,2497.52
HKT-13711,influencer_campaign,Q4-2023-All-Brands,HKI-1015,HKU-46735,Skin Radiance Collagen,2025-07-17,1,3464.53
HKT-13712,organic_search,Q4-2023-All-Brands,,HKU-21070,Creatine Monohydrate,2025-06-23,1,2725.15
HKT-13713,organic_search,Q4-2023-All-Brands,,HKU-15934,Active Teen Whey,2025-05-15,1,1154.05
HKT-13714,organic_search,Q4-2023-All-Brands,,HKU-44115,Multivitamin,2025-06-30,1,3060.0
HKT-13715,organic_search,Q4-2023-All-Brands,,HKU-11606,SuperMilk for Kids,2025-05-21,1,3816.12
HKT-13716,organic_search,Q4-2023-All-Brands,,HKU-25398,BCAA Pro,2025-05-26,1,3927.84
HKT-13717,organic_search,Q4-2023-All-Brands,,HKU-34907,SuperMilk for Kids,2025-07-13,1,1659.17
HKT-13718,organic_search,Q4-2023-All-Brands,,HKU-48275,Multivitamin,2025-04-24,1,2313.31
HKT-13719,organic_search,Q4-2023-All-Brands,,HKU-22226,Active Teen Whey,2025-06-26,1,3683.88
HKT-13720,influencer_campaign,Q4-2023-All-Brands,HKI-1033,HKU-33756,BCAA Pro,2025-06-07,1,1044.21
HKT-13721,organic_search,Q4-2023-All-Brands,,HKU-25277,Biozyme Whey,2025-05-19,1,901.6
HKT-13722,organic_search,Q4-2023-All-Brands,,HKU-44158,Biozyme Whey,2025-07-14,1,2649.17
HKT-13723,organic_search,Q4-2023-All-Brands,,HKU-25789,BCAA Pro,2025-07-14,1,1983.72
HKT-13724,organic_search,Q4-2023-All-Brands,,HKU-26903,Active Teen Whey,2025-07-11,1,2587.3
HKT-13725,organic_search,Q4-2023-All-Brands,,HKU-32988,Biozyme Whey,2025-05-31,1,3676.85
HKT-13726,organic_search,Q4-2023-All-Brands,,HKU-39918,Skin Radiance Collagen,2025-06-11,1,3301.03
HKT-13727,organic_search,Q4-2023-All-Brands,,HKU-16687,Active Teen Whey,2025-06-03,1,1513.31
HKT-13728,organic_search,Q4-2023-All-Brands,,HKU-12333,Skin Radiance Collagen,2025-05-24,1,2350.26
HKT-13729,organic_search,Q4-2023-All-Brands,,HKU-38394,Biozyme Whey,2025-07-14,1,1433.11
HKT-13730,influencer_campaign,Q4-2023-All-Brands,HKI-1031,HKU-21145,BCAA Pro,2025-06-19,1,1942.07
HKT-13731,organic_search,Q4-2023-All-Brands,,HKU-15239,Skin Radiance Collagen,2025-06-05,1,3193.83
HKT-13732,organic_search,Q4-2023-All-Brands,,HKU-15145,Skin Radiance Collagen,2025-05-09,1,2193.2
HKT-13733,influencer_campaign,Q4-2023-All-Brands,HKI-1033,HKU-37610,Biozyme Whey,2025-05-20,1,2850.27
HKT-13734,influencer_campaign,Q4-2023-All-Brands,HKI-1023,HKU-48971,Skin Radiance Collagen,2025-06-29,1,2072.59
HKT-13735,organic_search,Q4-2023-All-Brands,,HKU-20428,Fish Oil,2025-05-09,1,1994.05
HKT-13736,influencer_campaign,Q4-2023-All-Brands,HKI-1021,HKU-24178,Multivitamin,2025-05-28,1,1867.71
HKT-13737,direct,Q4-2023-All-Brands,,HKU-16775,Creatine Monohydrate,2025-05-04,1,3450.89
HKT-13738,organic_search,Q4-2023-All-Brands,,HKU-42827,Multivitamin,2025-06-10,1,777.83
HKT-13739,direct,Q4-2023-All-Brands,,HKU-26539,Biozyme Whey,2025-06-08,1,3192.73
HKT-13740,direct,Q4-2023-All-Brands,,HKU-21111,Multivitamin,2025-07-01,1,3727.23
HKT-13741,organic_search,Q4-2023-All-Brands,,HKU-39936,SuperMilk for Kids,2025-06-21,1,2195.4
HKT-13742,organic_search,Q4-2023-All-Brands,,HKU-31841,Active Teen Whey,2025-05-11,1,1075.38
HKT-13743,direct,Q4-2023-All-Brands,,HKU-47951,Biozyme Whey,2025-06-27,1,3255.88
HKT-13744,influencer_campaign,Q4-2023-All-Brands,HKI-1050,HKU-28105,Active Teen Whey,2025-05-17,1,1986.22
HKT-13745,influencer_campaign,Q4-2023-All-Brands,HKI-1011,HKU-43337,Creatine Monohydrate,2025-06-09,1,1430.84
HKT-13746,organic_search,Q4-2023-All-Brands,,HKU-19632,Skin Radiance Collagen,2025-07-15,1,3884.19
HKT-13747,influencer_campaign,Q4-2023-All-Brands,HKI-1025,HKU-44070,Fish Oil,2025-05-27,1,2874.64
HKT-13748,organic_search,Q4-2023-All-Brands,,HKU-38238,Biozyme Whey,2025-05-29,1,1145.79
HKT-13749,organic_search,Q4-2023-All-Brands,,HKU-18074,BCAA Pro,2025-06-06,1,1437.68
HKT-13750,organic_search,Q4-2023-All-Brands,,HKU-42961,Creatine Monohydrate,2025-06-21,1,750.26
HKT-13751,organic_search,Q4-2023-All-Brands,,HKU-26904,BCAA Pro,2025-05-11,1,2380.76
HKT-13752,organic_search,Q4-2023-All-Brands,,HKU-43719,Creatine Monohydrate,2025-07-20,1,3607.43
HKT-13753,organic_search,Q4-2023-All-Brands,,HKU-47579,BCAA Pro,2025-07-09,1,887.99
HKT-13754,organic_search,Q4-2023-All-Brands,,HKU-25417,Active Teen Whey,2025-06-02,1,2784.16
HKT-13755,influencer_campaign,Q4-2023-All-Brands,HKI-1028,HKU-45582,Creatine Monohydrate,2025-06-10,1,3089.62
HKT-13756,influencer_campaign,Q4-2023-All-Brands,HKI-1001,HKU-39789,Biozyme Whey,2025-06-13,1,2599.89
HKT-13757,organic_search,Q4-2023-All-Brands,,HKU-28052,Fish Oil,2025-04-28,1,1751.84
HKT-13758,influencer_campaign,Q4-2023-All-Brands,HKI-1008,HKU-22567,Multivitamin,2025-05-04,1,620.42
HKT-13759,influencer_campaign,Q4-2023-All-Brands,HKI-1032,HKU-17494,SuperMilk for Kids,2025-05-04,1,1170.29
HKT-13760,organic_search,Q4-2023-All-Brands,,HKU-31019,Fish Oil,2025-06-03,1,2706.7
HKT-13761,influencer_campaign,Q4-2023-All-Brands,HKI-1030,HKU-41772,Active Teen Whey,2025-06-08,1,1999.5
HKT-13762,organic_search,Q4-2023-All-Brands,,HKU-31571,Active Teen Whey,2025-05-12,1,635.41
